path,line_or_section,current_claim,classification,required_action,evidence_source,citation_key,final_status
thesis-writing/audit/figure_table_inventory.md,line 9,"| fig_dag_physionet | `final-results/causal-outputs/outputs-physionet-forest/graph/physionet_causal_dag.png` | DAG image | PhysioNet | DAG | all configured proxy states/outcome | config and graph script | `src/physionet2012_causal_graph.py` | dataset graph | PhysioNet causal DAG candidate for methods section. | supporting evidence | Visual check, compare to graph script and config. | suitable with validation | present | Same graph appears in multiple PhysioNet run folders. |",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/audit/figure_table_inventory.md,line 10,"| fig_dag_mimic | `final-results/causal-outputs/outputs-mimic-forest/graph/mimic_causal_dag.png` | DAG image | MIMIC | DAG | all configured proxy states/outcome | config and graph script | `src/mimiciii_causal_graph.py` | dataset graph | MIMIC causal DAG candidate for methods section. | supporting evidence | Visual check, compare to graph script and config. | suitable with validation | present | Same graph appears in multiple MIMIC run folders. |",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/audit/figure_table_inventory.md,line 15,| Inventory ID | Artifact path | Artifact type | Dataset | Model or estimator | Treatment or proxy state | Source data | Generation script or function | Aggregation level | Caption-ready interpretation | Evidence class | Validation required | Thesis suitability | Status | Notes |,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/audit/figure_table_inventory.md,line 26,| Inventory ID | Artifact path | Artifact type | Dataset | Model or estimator | Treatment or proxy state | Source data | Generation script or function | Aggregation level | Caption-ready interpretation | Evidence class | Validation required | Thesis suitability | Status | Notes |,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/audit/figure_table_inventory.md,line 31,| tab_mimic_mortality_by_tag | `final-results/trees/mimic-tags/mortality_by_tag.csv` | CSV | MIMIC | rule-based proxy tagger | MIMIC `LAT_*` states | `latent_tags.csv` plus mortality | `mortality_by_tag_table` in `tagging_latent_variables_mimiciii.py` | latent | Association between proxy state and mortality. | diagnostic evidence | State as association only; check NaN fields. | suitable with strict wording | present | Not causal evidence. |,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/audit/figure_table_inventory.md,line 42,| Inventory ID | Artifact path | Artifact type | Dataset | Model or estimator | Treatment or proxy state | Source data | Generation script or function | Aggregation level | Caption-ready interpretation | Evidence class | Validation required | Thesis suitability | Status | Notes |,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/audit/figure_table_inventory.md,line 44,"| int_majority_vote | `final-results/causal-outputs/outputs-*/majority_vote/latent_tags_majority_vote.csv` | CSV | PhysioNet, MIMIC | majority vote | all proxy states | voter CSV directory | `src/majority_vote_latents.py` | patient | Input table for causal stages. | intermediate artifact | Confirm voter source files and binary-only inputs. | input evidence only | present | Repeated per run; same dataset/sampling may duplicate. |",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/audit/figure_table_inventory.md,line 51,| Inventory ID | Artifact path | Artifact type | Dataset | Model or estimator | Treatment or proxy state | Source data | Generation script or function | Aggregation level | Caption-ready interpretation | Evidence class | Validation required | Thesis suitability | Status | Notes |,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/audit/figure_table_inventory.md,line 60,| Inventory ID | Artifact path | Artifact type | Dataset | Model or estimator | Treatment or proxy state | Source data | Generation script or function | Aggregation level | Caption-ready interpretation | Evidence class | Validation required | Thesis suitability | Status | Notes |,implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/audit/figure_table_inventory.md,line 63,"| proposed_proxy_definition_table | `[RESULT MISSING]` | thesis table | PhysioNet, MIMIC | rule/proxy states | `LAT_*` states | tagger source and terminology map | future Stage 3 table code | proxy state | Canonical proxy-state definitions. | blocked or unresolved | Clinical review and wording. | not yet present | Do not call proxies verified diagnoses. |",implementation or artifact documentation requiring clarification,Preserve the artifact; do not treat it as current thesis authority. Clarify its status in canonical audit/evidence records.,"Artifact role, active source-code authority, author clarification, and protected-scope policy.",,RETAINED — artifact documentation; canonical clarification supplied
thesis-writing/logs/stage_4_9B_claim_citation_matrix.csv,line 3,"CC-4.9B-002,Chapter 1,Motivation: Irregular ICU Time-Series Analysis,""Two complementary needs follow.  First, an analysis must accommodate irregular longitudinal measurements rather than force all observations into an unqualified regular grid.  Architectures for sparse clinical series and missingness-aware recurrent models illustrate different ways to use values, time intervals, and observation patterns .  Second, the analysis needs interpretable variables that can connect a rich event stream to later questions about prognosis and adjusted mortality contrasts.  In this thesis, that intermediate layer consists of clinically inspired proxy states: rule-derived analytical constructs that summarize evidence for selected clinical patterns from available measurements."",HIGH_LEVEL,tipirneni2022strats;che2018grud,PRIMARY_METHOD,PRIMARY_METHOD,NO,SUPPORTED,CANONICAL_SCOPE,None.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
