numeric_id,file,line,excerpt,numeric_expression,normalized_value,classification,authoritative_source,exact_source_location,source_value,sampling_condition,estimator,dataset,status,required_action,notes
N0064,thesis-writing/thesis/chapters/01_introduction.tex,26,"Prior work offers important components for this setting. Irregular-time-series research provides representations and predictive methods for sparse, asynchronously observed medical data. Electronic phenotyping and weak supervision provide strategies for constructing useful analytical labels when direct expert adjudication is unavailable. Causal-inference rese",2023,2023,CITATION_YEAR,approved bibliography/catalog,references.bib and catalog.csv,2023,NOT_APPLICABLE,CausalForestDML,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Bibliographic or literature year.
N0065,thesis-writing/thesis/chapters/01_introduction.tex,26,"Prior work offers important components for this setting. Irregular-time-series research provides representations and predictive methods for sparse, asynchronously observed medical data. Electronic phenotyping and weak supervision provide strategies for constructing useful analytical labels when direct expert adjudication is unavailable. Causal-inference rese",2021,2021,CITATION_YEAR,approved bibliography/catalog,references.bib and catalog.csv,2021,NOT_APPLICABLE,CausalForestDML,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Bibliographic or literature year.
N0066,thesis-writing/thesis/chapters/01_introduction.tex,52,"\item[SRQ-1:] Which data contracts are needed to connect PhysioNet 2012, MIMIC-III, the irregular-time-series prediction workflow, and the causal-analysis pipeline?",1,1,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,1,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0067,thesis-writing/thesis/chapters/01_introduction.tex,52,"\item[SRQ-1:] Which data contracts are needed to connect PhysioNet 2012, MIMIC-III, the irregular-time-series prediction workflow, and the causal-analysis pipeline?",2012,2012,DATASET_YEAR,approved dataset citation and naming convention,references.bib and catalog.csv,2012,NOT_APPLICABLE,NOT_APPLICABLE,MIMIC-III,SOURCE_SUPPORTED,NONE,Dataset year.
N0068,thesis-writing/thesis/chapters/01_introduction.tex,53,\item[SRQ-2:] Can rule-based proxy states be constructed consistently enough to serve as prediction labels and causal-pipeline inputs?,2,2,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,2,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0069,thesis-writing/thesis/chapters/01_introduction.tex,54,\item[SRQ-3:] How do STraTS and the included sequence-model baselines perform on multi-label proxy-state prediction across MIMIC-III and PhysioNet?,3,3,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,3,NOT_APPLICABLE,STraTS,MIMIC-III,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0070,thesis-writing/thesis/chapters/01_introduction.tex,55,\item[SRQ-4:] How are predicted proxy states normalized and aggregated before downstream analysis?,4,4,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,4,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0071,thesis-writing/thesis/chapters/01_introduction.tex,56,"\item[SRQ-5:] What observed adjustment sets are selected by the dataset-specific, project-specified DAGs for proxy-state exposure analyses?",5,5,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,5,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0072,thesis-writing/thesis/chapters/01_introduction.tex,57,"\item[SRQ-6:] What matching, model-estimated CATE, sensitivity, and permutation evidence is available for the prespecified proxy-state exposures?",6,6,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,6,NOT_APPLICABLE,matching,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0073,thesis-writing/thesis/chapters/01_introduction.tex,58,"\item[SRQ-7:] What limitations follow from proxy labels, intervention definition, overlap, measurement error, model dependence, provenance, and unmeasured confounding?",7,7,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,7,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0074,thesis-writing/thesis/chapters/01_introduction.tex,74,\begin{tabular}{p{0.25\textwidth}p{0.40\textwidth}p{0.25\textwidth}},0.25,0.25,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,0.25,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0075,thesis-writing/thesis/chapters/01_introduction.tex,74,\begin{tabular}{p{0.25\textwidth}p{0.40\textwidth}p{0.25\textwidth}},0.40,0.40,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,0.40,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0076,thesis-writing/thesis/chapters/01_introduction.tex,74,\begin{tabular}{p{0.25\textwidth}p{0.40\textwidth}p{0.25\textwidth}},0.25,0.25,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,0.25,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0077,thesis-writing/thesis/chapters/01_introduction.tex,88,"The completed empirical record provides a concise orientation for the chapters that follow. The checked predictive comparison included STraTS, GRU, GRU-D, TCN, and SAnD. STraTS led the four archived test metrics in MIMIC-III, whereas GRU-D led them in PhysioNet; this dataset-dependent pattern is not a claim of universal model superiority. In original-cohort ",19,19,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,19,downsampled robustness,CausalForestDML;LinearDML;CausalPFN;STraTS;GRU-D;GRU;TCN;SAnD;matching,MIMIC-III,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0078,thesis-writing/thesis/chapters/01_introduction.tex,88,"The completed empirical record provides a concise orientation for the chapters that follow. The checked predictive comparison included STraTS, GRU, GRU-D, TCN, and SAnD. STraTS led the four archived test metrics in MIMIC-III, whereas GRU-D led them in PhysioNet; this dataset-dependent pattern is not a claim of universal model superiority. In original-cohort ",18,18,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,18,downsampled robustness,CausalForestDML;LinearDML;CausalPFN;STraTS;GRU-D;GRU;TCN;SAnD;matching,MIMIC-III,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0079,thesis-writing/thesis/chapters/01_introduction.tex,88,"The completed empirical record provides a concise orientation for the chapters that follow. The checked predictive comparison included STraTS, GRU, GRU-D, TCN, and SAnD. STraTS led the four archived test metrics in MIMIC-III, whereas GRU-D led them in PhysioNet; this dataset-dependent pattern is not a claim of universal model superiority. In original-cohort ",19,19,EDITORIAL_ORDERING,audited thesis structure or cross-thesis scope,thesis-writing/thesis/chapters/01_introduction.tex,19,downsampled robustness,CausalForestDML;LinearDML;CausalPFN;STraTS;GRU-D;GRU;TCN;SAnD;matching,MIMIC-III,SOURCE_SUPPORTED,NONE,"Ordering, scope, or non-result count."
N0080,thesis-writing/thesis/chapters/01_introduction.tex,95,"The remainder of the thesis follows the analytical chain from context to interpretation. Chapter 2 reviews irregular medical time-series modeling, clinical proxy construction, and observational causal-inference concepts that frame the study. Chapter 3 formalizes the study units, prediction and causal questions, proxy-state exposures, outcome, and assumptions",2,2,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,2,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0081,thesis-writing/thesis/chapters/01_introduction.tex,95,"The remainder of the thesis follows the analytical chain from context to interpretation. Chapter 2 reviews irregular medical time-series modeling, clinical proxy construction, and observational causal-inference concepts that frame the study. Chapter 3 formalizes the study units, prediction and causal questions, proxy-state exposures, outcome, and assumptions",3,3,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,3,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0082,thesis-writing/thesis/chapters/01_introduction.tex,95,"The remainder of the thesis follows the analytical chain from context to interpretation. Chapter 2 reviews irregular medical time-series modeling, clinical proxy construction, and observational causal-inference concepts that frame the study. Chapter 3 formalizes the study units, prediction and causal questions, proxy-state exposures, outcome, and assumptions",4,4,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,4,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0083,thesis-writing/thesis/chapters/01_introduction.tex,95,"The remainder of the thesis follows the analytical chain from context to interpretation. Chapter 2 reviews irregular medical time-series modeling, clinical proxy construction, and observational causal-inference concepts that frame the study. Chapter 3 formalizes the study units, prediction and causal questions, proxy-state exposures, outcome, and assumptions",-6,-6,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,-6,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0084,thesis-writing/thesis/chapters/01_introduction.tex,95,"The remainder of the thesis follows the analytical chain from context to interpretation. Chapter 2 reviews irregular medical time-series modeling, clinical proxy construction, and observational causal-inference concepts that frame the study. Chapter 3 formalizes the study units, prediction and causal questions, proxy-state exposures, outcome, and assumptions",4,4,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,4,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0085,thesis-writing/thesis/chapters/01_introduction.tex,95,"The remainder of the thesis follows the analytical chain from context to interpretation. Chapter 2 reviews irregular medical time-series modeling, clinical proxy construction, and observational causal-inference concepts that frame the study. Chapter 3 formalizes the study units, prediction and causal questions, proxy-state exposures, outcome, and assumptions",5,5,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,5,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0086,thesis-writing/thesis/chapters/01_introduction.tex,95,"The remainder of the thesis follows the analytical chain from context to interpretation. Chapter 2 reviews irregular medical time-series modeling, clinical proxy construction, and observational causal-inference concepts that frame the study. Chapter 3 formalizes the study units, prediction and causal questions, proxy-state exposures, outcome, and assumptions",6,6,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,6,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0087,thesis-writing/thesis/chapters/01_introduction.tex,97,"Chapters 7--9 define how the downstream observational analyses are governed. Chapter 7 describes the project-specified causal graphs, adjustment logic, matching, and heterogeneous-effect estimators. Chapter 8 specifies robustness, sensitivity, permutation, and validation design. Chapter 9 records the experimental matrix, original and outcome-downsampled popu",7,7,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,7,downsampled robustness,matching,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0088,thesis-writing/thesis/chapters/01_introduction.tex,97,"Chapters 7--9 define how the downstream observational analyses are governed. Chapter 7 describes the project-specified causal graphs, adjustment logic, matching, and heterogeneous-effect estimators. Chapter 8 specifies robustness, sensitivity, permutation, and validation design. Chapter 9 records the experimental matrix, original and outcome-downsampled popu",-9,-9,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,-9,downsampled robustness,matching,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0089,thesis-writing/thesis/chapters/01_introduction.tex,97,"Chapters 7--9 define how the downstream observational analyses are governed. Chapter 7 describes the project-specified causal graphs, adjustment logic, matching, and heterogeneous-effect estimators. Chapter 8 specifies robustness, sensitivity, permutation, and validation design. Chapter 9 records the experimental matrix, original and outcome-downsampled popu",7,7,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,7,downsampled robustness,matching,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0090,thesis-writing/thesis/chapters/01_introduction.tex,97,"Chapters 7--9 define how the downstream observational analyses are governed. Chapter 7 describes the project-specified causal graphs, adjustment logic, matching, and heterogeneous-effect estimators. Chapter 8 specifies robustness, sensitivity, permutation, and validation design. Chapter 9 records the experimental matrix, original and outcome-downsampled popu",8,8,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,8,downsampled robustness,matching,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0091,thesis-writing/thesis/chapters/01_introduction.tex,97,"Chapters 7--9 define how the downstream observational analyses are governed. Chapter 7 describes the project-specified causal graphs, adjustment logic, matching, and heterogeneous-effect estimators. Chapter 8 specifies robustness, sensitivity, permutation, and validation design. Chapter 9 records the experimental matrix, original and outcome-downsampled popu",9,9,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,9,downsampled robustness,matching,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0092,thesis-writing/thesis/chapters/01_introduction.tex,97,"Chapters 7--9 define how the downstream observational analyses are governed. Chapter 7 describes the project-specified causal graphs, adjustment logic, matching, and heterogeneous-effect estimators. Chapter 8 specifies robustness, sensitivity, permutation, and validation design. Chapter 9 records the experimental matrix, original and outcome-downsampled popu",10,10,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,10,downsampled robustness,matching,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0093,thesis-writing/thesis/chapters/01_introduction.tex,97,"Chapters 7--9 define how the downstream observational analyses are governed. Chapter 7 describes the project-specified causal graphs, adjustment logic, matching, and heterogeneous-effect estimators. Chapter 8 specifies robustness, sensitivity, permutation, and validation design. Chapter 9 records the experimental matrix, original and outcome-downsampled popu",11,11,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/01_introduction.tex,11,downsampled robustness,matching,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
